Nation,Name,Club,Description,Birth Date,Website,Facebook,Death Date
GER,Bernd Heinisch,,,,,,
GER,Bernd Kowalzig,,,,,,
GER,Bernd Rasenack,,,,,,
GER,Birgit Hartmann,,,,,,
GER,Bjorn Schaar,,,,,,
GER,Braun Falico,,,,,,
GER,Brigitte Preuss,,,,,,
GER,Britta Knaller
GER,Bruno Laudage,,,,,,
GER,Carl Uwe Böttner,,,,,,
GER,Caroline Szesny,,,,,,
GER,Carsten Engel,,,,,,
GER,Carsten Hammer,,,,,,
GER,Carsten Hehl,,,,,,
GER,Carsten Seeger,,,,,,
GER,Catrin Janssen
GER,Christian Bühring-Uhle,,,,,,
GER,Christian Dörr,,,,,,
GER,Christian Henge,,,,,,
GER,Christian Janßen
GER,Christian Labenz,,,,,,
GER,Christian Lempp,,,,,,
GER,Christian Lindemann,,,,,,
GER,Christian Meier-Kothe,,,,,,
GER,Christian Müllejans,,,,,,
GER,Christian Niefert,,,,,,
GER,Christian Schafer,,,,,,
GER,Christian Schäfer,,,,,,
GER,Christian Schönbach,,,,,,
GER,Christian Schuster,,,,,,
GER,Christian Sonntag,,,,,,
GER,Christiane Giefers,,,,,,
GER,Christina Burger,,,,,,
GER,Christina Höll,,,,,,
GER,Christina Wilhelm,,,,,,
GER,Christine Schaal-Lehr,,,,,,
GER,Christine Wegner,,,,,,
GER,Christoph Bökle,,,,,,
GER,Christoph Fuchs,,,,,,
GER,Christoph Hessel,,,,,,
GER,Christoph Klein,,,,,,
GER,Claas Lehmann,,,,,,
GER,Claudia Conrads,,,,,,
GER,Claudius Zeiler,,,,,,
GER,Claus-Michael Lehr,,,,,,
GER,Cord-Henrich Lefhalm,,,,,,
GER,Daniel Czeninga,,,,,,
GER,Daniel Wehden,,,,,,
GER,Dave Farmer,,,,,,
GER,David Thiemann,,,,,,
GER,Davina Schlesiger,,,,,,
GER,Dierk Möller
GER,Dieter Cordes
GER,Diethardt Freye,,,,,,
GER,Dietrich Kirchner
GER,Dietrich Scheder,,,,,,
GER,Dietrich Scheder-Bieschin,,,,,,
GER,Dirk Barteldt,,,,,,
GER,Dirk Filimonow,,,,,,
GER,Dirk Frank,,,,,,
GER,Dirk Hänsgen,,,,,,
GER,Dirk Hütten,,,,,,
GER,Dirk Ipach,,,,,,
GER,Dirk Kaiser,,,,,,
GER,Dirk Lübbers,,,,,,
GER,Dominik Hafner,,,,,,
GER,Dorothea Gebert,,,,,,
GER,Eberhard Schockenhoff,,,,,,
GER,Eckart König,,,,,,
GER,Eckhard Busch,,,,,,
GER,Eike Dietrich,,,,,,
GER,Eike Friedrich,,,,,,
GER,Engel Christoph,,,,,,
GER,Enno Thaeter,,,,,,
GER,Eric Bellstedt,,,,,,
GER,Ewald Brzoska
GER,Fabian Vergil,,,,,,
GER,Falk Stenger,,,,,,
GER,Falko Braun,,,,,,
GER,Felix Björn Brockerhoff,,,,,,
GER,Felix Graff,,,,,,
GER,Felix Heibeck,,,,,,
GER,Felix Hummel,,,,,,
GER,Felix Ismar,,,,,,
GER,Felix Klöpfer,,,,,,
GER,Felix Mittermayer,,,,,,
GER,Finn Böger,,,,,,
GER,Fiona Jordan,,,,,,
GER,Florian Brix,,,,,,
GER,Florian Duwe,,,,,,
GER,Florian Kemper,,,,,,
GER,Florian Lautenschlager,,,,,,
GER,Florian Rheinheimer,,,,,,
GER,Franco Weichel,,,,,,
GER,Frank Beier
GER,Frank Böhm,,,,,,
GER,Frank Dieckmann
GER,Frank Feller,,,,,,
GER,Frank Heimburger,,,,,,
GER,Frank Rupprich,,,,,,
GER,Frank Weigelt,,,,,,
GER,Frank Wille,,,,,,
GER,Frank Zschieschang,,,,,,
GER,Franscisco Sanguino-Petersen,,,,,,
GER,Franzi Manko,,,,,,
GER,Franzika Schiedt,,,,,,
GER,Frauke Schürmann,,,,,,
GER,Frederik Burmester,,,,,,
GER,Frederik Tasche,,,,,,
GER,Frieder Achterberg,,,,,,
GER,Friederike Lemp,,,,,,
GER,Friedrich Schropsdorff,,,,,,
GER,Frisco Sanguind,,,,,,
GER,Fritz Schlomka,,,,,,
GER,Geeske Genrich,,,,,,
GER,Georg Mittermayer,,,,,,
GER,Georg Neulen,,,,,,
GER,Gerald Roos,,,,,,
GER,Gerd Linnemann,,,,,,
GER,Gerhard Schmidt,,,,,,
GER,Gesche Kohlberg,,,,,,
GER,Göran Berggren,,,,,,
GER,Gordon Russell,,,,,,
GER,Greger Thoralf,,,,,,
GER,Gregor Dahlem,,,,,,
GER,Guido von Walter,,,,,,
GER,Günter Bökle,,,,,,
GER,Günter Peters,,,,,,
GER,Hannes Kindermann,,,,,,
GER,Hannes Lehning,,,,,,
GER,Hannes Wagner,,,,,,
GER,Hanno Barth
GER,Hans Nöldeke,,,,,,
GER,Hans-Christian Schwieger,,,,,,
GER,Hansjörg Ehlers,,,,,,
GER,Hans-Jürgen Rentelmann,,,,,,
GER,Hans-Werner Steding,,,,,,
GER,Harald Hundt,,,,,,
GER,Harald König,,,,,,
GER,Hartmut Weiß,,,,,,
GER,Hartwig Friedrichs,,,,,,
GER,Hein Peters
GER,Heiner Hirthe,,,,,,
GER,Heinz Balters,,,,,,
GER,Helmut Madeheim,,,,,,
GER,Hendrik Annighöfer,,,,,,
GER,Hendrik Reinhardt,,,,,,
GER,Henning Oberbeck
GER,Henning Ries,,,,,,
GER,Henning Steffen,,,,,,
GER,Henrik Masekowitz,,,,,,
GER,Henrik Schade,,,,,,
GER,Henry Köthe,,,,,,
GER,Henry Stoffers
GER,Hermann Wollenbecker,,,,,,
GER,Hilmer Goedeking,,,,,,
GER,Horst Sjuts,,,,,,
GER,Hubertus Ritter,,,,,,
GER,Ingo Schneider,,,,,,
GER,Iris Anton,,,,,,
GER,Iris Feldmann,,,,,,
GER,Iris Ruhnau
GER,Ivo Vollering
GER,Ivonne Seifert,,,,,,
GER,Jakob Achterberg,,,,,,
GER,Jan Behrendt,,,,,,
GER,Jan Jürgens
GER,Jan Lürkens,,,,,,
GER,Jan Mares,,,,,,
GER,Jan Reifferscheidt,,,,,,
GER,Jan Stölken,,,,,,
GER,Jan Stremlow,,,,,,
GER,Jan Wiechmann,,,,,,
GER,Jana Hiller
GER,Jana Weißbach,,,,,,
GER,Jan-Hendrik Lenz,,,,,,
GER,Jan-Philipp Hofmann,,,,,,
GER,Jan-Rolf Schmidt,,,,,,
GER,Jans-Peter Schlomka,,,,,,
GER,Jens Biederer,,,,,,
GER,Jens Ellermann,,,,,,
GER,Jens Hartwig,,,,,,
GER,Jens Kühne,,,,,,
GER,Jens Lücke,,,,,,
GER,Jens Olbrysch,,,,,,
GER,Jens Steinborn,,,,,,
GER,Jens Weishaupt,,,,,,
GER,Jens Wilke,,,,,,
GER,Jerome Gaudin,,,,,,
GER,Joachim Hellmich,,,,,,
GER,Jochen Heydolph,,,,,,
GER,Johan Backsin,,,,,,
GER,Johannes Ganzer,,,,,,
GER,Johannes Kindermann,,,,,,
GER,John Christiansen,,,,,,
GER,Jonas Nissen,,,,,,
GER,Jonas Royla,,,,,,
GER,Jonas Vogt,,,,,,
GER,Jörg Gosche,,,,,,
GER,Jörg Häger,,,,,,
GER,Jörgen Thumann,,,,,,
GER,Jörn Alberts,,,,,,
GER,Jörn Wille,,,,,,
GER,Joseph Schütte,,,,,,
GER,Julia Achterberg,,,,,,
GER,Julia Tanner,,,,,,
GER,Julia Trusen,,,,,,
GER,Julian Stückl,,,,,,
GER,Juliane Kohl,,,,,,
GER,Julien Kleiner,,,,,,
GER,Julius Jacoby,,,,,,
GER,Jürgen Feuerhake,,,,,,
GER,Jürgen Joseph,,,,,,
GER,Justus Rauno,,,,,,
GER,Kai Bertallot,,,,,,
GER,Kai Erhardt,,,,,,
GER,Kai Löblein,,,,,,
GER,Kai Mares,,,,,,
GER,Kai-Uwe Weiß,,,,,,
GER,Karl-Heinz Hilgers,,,,,,
GER,Karsten Contag,,,,,,
GER,Karsten Lahrs,,,,,,
GER,Karsten Stümpel,,,,,,
GER,Katharina Menge,,,,,,
GER,Kathrin Konrad-Schmolke,,,,,,
GER,Katja Frühwald-König,,,,,,
GER,Katja Henge,,,,,,
GER,Katja Kilian,,,,,,
GER,Kersten Weichborn,,,,,,
GER,Kerstin Bernauer,,,,,,
GER,Kilian Northoff,,,,,,
GER,Kirsten Roos,,,,,,
GER,Klaus Brinkbäumer,,,,,,
GER,Klaus Heeschen,,,,,,
GER,Klaus Riedl,,,,,,
GER,Klaus Stammerjohann,,,,,,
GER,Konrad Barop,,,,,,
GER,Kristine Förster,,,,,,
GER,Kristine König,,,,,,
GER,Kurt Reincke,,,,,,
GER,Lars Kruse,,,,,,
GER,Lars Lankenau,,,,,,
GER,Lars Metzner,,,,,,
GER,Lars Stöckmann,,,,,,
GER,Lars Thiel,,,,,,
GER,Lena Stückl,,,,,,
GER,Lennart Tasche,,,,,,
GER,Leon Oehme,,,,,,
GER,Leonie Meyer,,,,,,
GER,Lukas Tanner,,,,,,
GER,Lutz Kandzia,,,,,,
GER,Lutz Stengel,,,,,,
GER,Maik Kaiser,,,,,,
GER,Maike Roos,,,,,,
GER,Malte Christophessen,,,,,,
GER,Malte Eilenstein,,,,,,
GER,Malte Fiedler
GER,Marc Helms,,,,,,
GER,Marc Köster,,,,,,
GER,Marco Misbach,,,,,,
GER,Marcus Neuß,,,,,,
GER,Marcus Pies,,,,,,
GER,Maren Brehme,,,,,,
GER,Maren Roos,,,,,,
GER,Margit Falk
GER,Mario Tirre,,,,,,
GER,Marius Knippscheer,,,,,,
GER,Marius Wolff
GER,Mark Dieckmann
GER,Mark Felling,,,,,,
GER,Markus Hintz,,,,,,
GER,Markus Keding,,,,,,
GER,Markus Klos,,,,,,
GER,Markus Maisenbacher,,,,,,
GER,Markus Mechlbauer,,,,,,
GER,Markus Paulke
GER,Markus Schöner,,,,,,
GER,Martha Hauschild,,,,,,
GER,Martin Bergmann,,,,,,
GER,Martin Bernauer,,,,,,
GER,Martin Deutscher,,,,,,
GER,Martin Dr. Handel,,,,,,
GER,Martin Eckel,,,,,,
GER,Martin Görge,,,,,,
GER,Martin Handel,,,,,,
GER,Martin Kittsteiner,,,,,,
GER,Martin Lietz,,,,,,
GER,Martin Maal,,,,,,
GER,Martin Schöler,,,,,,
GER,Martin Seikel,,,,,,
GER,Marvin Schlesiger,,,,,,
GER,Mathias Haase,,,,,,
GER,Mathias Jetschke,,,,,,
GER,Mathias Kaiser,,,,,,
GER,Matthias Brühl,,,,,,
GER,Matthias Dachs,,,,,,
GER,Matthias Dietz,,,,,,
GER,Matthias Fedde,,,,,,
GER,Matthias Himmel,,,,,,
GER,Matthias Konrad-Schmolke,,,,,,
GER,Matthias Tellen,,,,,,
GER,Max Eisenrieder,,,,,,
GER,Max Rauner,,,,,,
GER,Maximilian Mayrshofer,,,,,,
GER,Maximilian Roller,,,,,,
GER,Maximilian Weiß,,,,,,
GER,Maximiliane Kempermann
GER,Meike Schomäker,,,,,,
GER,Melanie Kohlhoff-Horstmann,,,,,,
GER,Melanie Oestergaard,,,,,,
GER,Michael Baumann
GER,Michael Daisenberger,,,,,,
GER,Michael Eller,,,,,,
GER,Michael Freitag,,,,,,
GER,Michael Heyder,,,,,,
GER,Michael Klügel,,,,,,
GER,Michael Köritz,,,,,,
GER,Michael Krause,,,,,,
GER,Michael Kurzeja,,,,,,
GER,Michael Marker,,,,,,
GER,Michael Müller,,,,,,
GER,Michael Rehberg,,,,,,
GER,Michael Rössler,,,,,,
GER,Michael Schöefer,,,,,,
GER,Michael Seeger,,,,,,
GER,Michael Troch,,,,,,
GER,Michaela Melzwig,,,,,,
GER,Mitja Hettwer,,,,,,
GER,Moritz Bohnenberger,,,,,,
GER,Moritz Bruhns,,,,,,
GER,Moritz Lüther,,,,,,
GER,Morten Roos,,,,,,
GER,Nathalie Friedrich,,,,,,
GER,Nathalie Zeiler,,,,,,
GER,Nicholas Melzwig,,,,,,
GER,Nick Heuwinkel,,,,,,
GER,Nicola Birkner,,,,,,
GER,Nicolai Völckner,,,,,,
GER,Nikolas Jägersberg
GER,Nikolaus Jägersberg,,,,,,
GER,Nils-Henning Hofmann,,,,,,
GER,Norbert Becker,,,,,,
GER,Norman Schlomka
GER,Olaf Oberländer,,,,,,
GER,Ole Raschdorf,,,,,,
GER,Oliver Kraft,,,,,,
GER,Oliver Paulzen,,,,,,
GER,Oliver Schürmann,,,,,,
GER,Oliver Stieglitz,,,,,,
GER,Oliver Thies,,,,,,
GER,Oliver Ziems,,,,,,
GER,Olivier Koch,,,,,,
GER,Olivier Kraft,,,,,,
GER,Patrick Eberwein,,,,,,
GER,Paul Meyer,,,,,,
GER,Paule Schultz
GER,Pedro Bohnenberger,,,,,,
GER,Peter Forster
GER,Peter Gerdts,,,,,,
GER,Peter Heck
GER,Peter Hobusch,,,,,,
GER,Peter Kohlhoff,,,,,,
GER,Peter Kruse,,,,,,
GER,Peter Wackerbauer,,,,,,
GER,Peter Wichtrup
GER,Peter Wilbert,,,,,,
GER,Peter Wolffram,,,,,,
GER,Petra Kliba-Schmidt,,,,,,
GER,Philip Christiani,,,,,,
GER,Philip Ismar,,,,,,
GER,Philipp Müller,,,,,,
GER,Philipp Sudbrack,,,,,,
GER,Phillipp Müller,,,,,,
GER,Pia Matscheroth Brodwurm,,,,,,
GER,Pia Matscheroth-Brodwurm,,,,,,
GER,Pia Wiesbauer,,,,,,
GER,Raik Wollenbecker,,,,,,
GER,Rainer Gerdes,,,,,,
GER,Rainer Gieseler
GER,Rainer Görge,,,,,,
GER,Rainer Kremkow,,,,,,
GER,Rainer Lühr,,,,,,
GER,Ralf Breitenfeldt,,,,,,
GER,Ralph Valkenberg,,,,,,
GER,Rebecca Snedker
GER,Rebecca Strahl,,,,,,
GER,Reimund Bauer,,,,,,
GER,Reiner Gerdes,,,,,,
GER,Reinhard Schultz
GER,Ricarda Wolf,,,,,,
GER,Robert Appel,,,,,,
GER,Robert Bautz,,,,,,
GER,Robert Brand,,,,,,
GER,Robert Bussenius,,,,,,
GER,Robert Hanke,,,,,,
GER,Robert Neumann
GER,Robert Steinke,,,,,,
GER,Robert Wisolek,,,,,,
GER,Roger Bussenius,,,,,,
GER,Roland Herrmann,,,,,,
GER,Roland Wiedemann,,,,,,
GER,Rolf Bertenrath,,,,,,
GER,Rolf Henrike
GER,Rolf Meyer,,,,,,
GER,Sascha Spors,,,,,,
GER,Sebastian Dörr,,,,,,
GER,Sebastian Hoering,,,,,,
GER,Sebastian Munck,,,,,,
GER,Sebastian Schröder,,,,,,
GER,Sebastian Wiemer,,,,,,
GER,Siegfried Labenz,,,,,,
GER,Simon Blessing
GER,Sophie Söllner,,,,,,
GER,Stefan Brückner,,,,,,
GER,Stefan Kempf,,,,,,
GER,Stefan Krumm,,,,,,
GER,Stefan Rausch
GER,Stefan Schmidt,,,,,,
GER,Stefan Schollmayer,,,,,,
GER,Stefan Schollmeyer,,,,,,
GER,Stefan Thurmann,,,,,,
GER,Stefan Worm,,,,,,
GER,Stefanie Wagner,,,,,,
GER,Steffen Achenbach,,,,,,
GER,Steffen Dülsen,,,,,,
GER,Steffen Henning,,,,,,
GER,Stephan Graff,,,,,,
GER,Stephan Krause,,,,,,
GER,Stephan Ottenschläger,,,,,,
GER,Stephan Schweiger,,,,,,
GER,Sven Bräcker,,,,,,
GER,Sven Dömges,,,,,,
GER,Sven Meding,,,,,,
GER,Sven Meier,,,,,,
GER,Thilo König,,,,,,
GER,Thomas Afken,,,,,,
GER,Thomas Gosch,,,,,,
GER,Thomas Heimbeck,,,,,,
GER,Thomas Jung,,,,,,
GER,Thomas Klug,,,,,,
GER,Thomas Osterholz,,,,,,
GER,Thomas Tschentscher,,,,,,
GER,Thomas Wasilewski,,,,,,
GER,Thomas Weber,,,,,,
GER,Thomas Wieting,,,,,,
GER,Thomas Wilbert,,,,,,
GER,Thoralf Greger,,,,,,
GER,Thorben Köster,,,,,,
GER,Thore Michels,,,,,,
GER,Thore von Puttkamer,,,,,,
GER,Thorge Holm,,,,,,
GER,Thorsten Drewes,,,,,,
GER,Thorsten Pieper,,,,,,
GER,Thorsten Pösch
GER,Thorsten Pösch,,,,,,
GER,Thorsten Spötter,,,,,,
GER,Thure Gnadeberg,,,,,,
GER,Till Supan,,,,,,
GER,Tillmann Baier
GER,Tilman Giesen,,,,,,
GER,Tim Boger,,,,,,
GER,Tim Böger,Hamburger Segel Club,"Started as crew 1983, changed to helm 1990",1963,https://www.fletec.io,,
GER,Tim Mütze,,,,,,
GER,Timo Klapper,,,,,,
GER,Timon Treichel,,,,,,
GER,Tina Hoell,,,,,,
GER,Tino Käcks,,,,,,
GER,Tobias Bolduan,,,,,,
GER,Tobias Neumeyer,,,,,,
GER,Tom Swift,,,,,,
GER,Toralf Feuchtenhofer,,,,,,
GER,Torben Koch,,,,,,
GER,Tore Schmeling,,,,,,
GER,Torsten Haverland,,,,,,
GER,Torsten Koch,,,,,,
GER,Torsten Simon,,,,,,
GER,Torsten Trümper,,,,,,
GER,Ulf Denecke,,,,,,
GER,Ulf Geisler,,,,,,
GER,Ulf Pleßmann,,,,,,
GER,Ulli Heerdegen,,,,,,
GER,Ulrich Ellerbeck,,,,,,
GER,Ulrich Meyer,,,,,,
GER,Urs Wihlfahrt,,,,,,
GER,Ursula Tetzlaff,,,,,,
GER,Ute Oberländer,,,,,,
GER,Ute Stümpel,,,,,,
GER,Ute Ziems,,,,,,
GER,Uwe Knop,,,,,,
GER,Uwe Krumm,,,,,,
GER,Uwe Küntzel,,,,,,
GER,Uwe Lätzsch,,,,,,
GER,Verena Achterberg,,,,,,
GER,Viktoria Warminski,,,,,,
GER,Volker Bohringer,,,,,,
GER,Volker Böhringer,,,,,,
GER,Volker Görge,,,,,,
GER,Volker Weiß,,,,,,
GER,Waldemar Strohmayer,,,,,,
GER,Walter Steding,,,,,,
GER,Welf Rehberg,,,,,,
GER,Wiebke Gewinn,,,,,,
GER,Wiebke Siemsen,,,,,,
GER,Wilfried W. Stuis,,,,,,
GER,Wilhelm Wollenbecker,,,,,,
GER,Wolfdietrich Pfeiffer,,,,,,
GER,Wolfgang Bogacki,,,,,,
GER,Wolfgang Hiltscher,,,,,,
GER,Wolfgang Hunger,,,,,,
GER,Wolfgang Seifert,,,,,,
HKG,Eric Lockeyear,Royal Hong Kong Yacht Club,Hong Kong National President 1970s-80s. International Class President 1970s,1941,,,
HKG,Neil Pryde,,,,,,
IRL,Andrew Morris
IRL,Brendan Dwyer,,,,,,
IRL,Colin McErvel
IRL,Denis O'Sullivan,,,,,,
IRL,Dion Barrett,,,,,,
IRL,James McNicholl,,,,,,
IRL,John Bourke,,,,,,
IRL,John Dunlea,,https://www.youtube.com/channel/UCTOXVv_53aQqzpktecluPAg,,,,
IRL,John O'Gorman,,,,,,
IRL,Julian Cooke
IRL,Mark Mansfield
IRL,Matthew McNicholl,,,,,,
IRL,Michael Ennis,,,,,,
IRL,Neil Davison
IRL,Pal O'Sullivan,,,,,,
IRL,Patrick Maharg
IRL,Patrick Meharg
IRL,Sandy Rimmington,,,,,,
ITA,Airoldi Massimiliano,,,,,,
ITA,Alfredo Annese,,,,,,
ITA,Andrea Greco,,,,,,
ITA,Andrea Messina,,,,,,
ITA,Antonio Binacchi,,,,,,
ITA,Cesare Giorgetti,,,,,,
ITA,Claus Quarz,,,,,,
ITA,Filippo Cucasso,,,,,,
ITA,Gabriele Cortegiani,,,,,,
ITA,Gabriele Natali,,,,,,
ITA,Giacinto Piacquadio,,,,,,
ITA,Giovanni Giacometti,,,,,,
ITA,Giuseppe Viaroni
ITA,Luca Manzi,,,,,,
ITA,Paolo Corbellini,,,,,,
ITA,Roberto Candela,,,,,,
ITA,Roberto Loce,,,,,,
ITA,Urs Vetter,,,,,,
JPM,Hirokazu Morimoto
JPN,Aiko Saito,,,,,,
JPN,Kiyoshi Uzawa
JPN,Shiro Noguchi,,,,,,
JPN,Tatsuki Kabeya
LUX,Jean-Paul Tousch,,,,,,
LUX,Liz Speyer,,,,,,
NZL,Chris Ryan,,,,,,
NZL,Paul Head,,,,,,
NZL,Richard Kiff,,,,,,
POL,Adam Domalski,,,,,,
POL,Adam Domżalski,,,,,,
POL,Adam Kominek,,,,,,
POL,Adam Kuczyński,,,,,,
POL,Adam Najmowicz,Yacht Klub Stal Gdynia,,,,,
POL,Agnieszka Marach,,,,,,
POL,Agnieszka Skrzypulec,,,,,,
POL,Aleksander Ludwiczak,,,,,,
POL,Aleksandra Kachlicka,,,,,,
POL,Aleksandra Mruk,,,,,,
POL,Alina Limańska,,,,,,
POL,Andrzej Borowiak,,,,,,
POL,Andrzej Byczkowski,,,,,,
POL,Andrzej Kubiak,,,,,,
POL,Andrzej Osiak,,,,,,
POL,Andrzej Zdrojek,,,,,,
POL,Anna Grzybowska,,,,,,
POL,Anna Jabłońska,,,,,,
POL,Anna Kozińska,,,,,,
POL,Anna Zabłocka,,,,,,
POL,Antonina Żółtowska,,,,,,
POL,Artur Piernicki,,,,,,
POL,Bartosz Chroł,AZS SGH Warszawa,,,,,
POL,Bartosz Kowalczyk,,,,,,
POL,Bartosz Makała,,,,,,
POL,Bartosz Milewski,,,,,,
POL,Bartosz Sadowski,,,,,,
POL,Bartosz Zimny,,,,,,
POL,Beata Małecka-Monkiewicz,,,,,,
POL,Bogna Płachecka,,,,,,
POL,Cezary Czajkowski,,,,,,
POL,Dariusz Konopczak,Centrum Żeglarskie Szczecin,,,,,
POL,Dariusz Rzadkowski,,,,,,
POL,Dominik Buksak,,,,,,
POL,Dominik Krawiec,,,,,,
POL,Dominik Narloch,,,,,,
POL,Dominik Ostrowski, Międzyszkolny Klub Sportowy Dwójka,,,,,
POL,Dominik Pawłowski,,,,,,
POL,Dominika Zielińska,,,,,,
POL,Dorota Dajkowska,,,,,,
POL,Emanuela Bartkowiak,,,,,,
POL,Eugeniusz Kasprzyk,,,,,,
POL,Ewa Bartosiewicz,,,,,,
POL,Ewa Pawlaczyk,,,,,,
POL,Ewa Szyfter,,,,,,
POL,Franciszek Badowski,,,,,,
POL,Grzegorz Janiak,,,,,,
POL,Grzegorz Kidacki,,,,,,
POL,Grzegorz Stencel,,,,,,
POL,Grzegorz Szreder,,,,,,
POL,Grzegorz Tomaszewski,,,,,,
POL,Igor Graczyk,,,,,,
POL,Jacek Baryła,,,,,,
POL,Jacek Kuciel,,,,,,
POL,Jacek Ludwiczak,,,,,,
POL,Jacek Rohowski,,,,,,
POL,Jacek Szwed,,,,,,
POL,Jakub Borkowski,,,,,,
POL,Jakub Brdulak,,,,,,
POL,Jakub Doruch,,,,,,
POL,Jakub Folczak,,,,,,
POL,Jakub Gąsiorowski,Yacht Klub Stal Gdynia,,,,,
POL,Jakub Grabowski,,,,,,
POL,Jakub Jankowski,,,,,,
POL,Jakub Klimek,,,,,,
POL,Jakub Kozanko,,,,,,
POL,Jakub Kręciwilk,,,,,,
POL,Jakub Kusiorski,,,,,,
POL,Jakub Meduna,,,,,,
POL,Jakub Pawluk,Legia Warszawa,,,,,
POL,Jakub Tobolski,,,,,,
POL,Jan Sibilski,,,,,,
POL,Jan Siekierzyński,Yacht Klub Stal Gdynia,,,,,
POL,Jan Walczak,,,,,,
POL,Jan Widerski,,,,,,
POL,Jarosław Górski,,,,,,
POL,Jarosław Grabowski,,,,,,
POL,Jarosław Paszko,,,,,,
POL,Jerzy Plewa,,,,,,
POL,Joanna Jakubowska,,,,,,
POL,Kacper Kaczmarek,,,,,,
POL,Kamil Świstelnicki,,,,,,
POL,Karol Bronicki,,,,,,
POL,Karol Milewski,YK Stal,,,,,
POL,Karol Tobolski,,,,,,
POL,Karolina Gąsiorowska,Yacht Klub Stal Gdynia,,,,,
POL,Kazimierz Osiak,,,,,,
POL,Kazimierz Pelasik,,,,,,
POL,Konrad Małachowski,,,,,,
POL,Konrad Plewa,,,,,,
POL,Krystian Doch,,,,,,
POL,Krzysztof Baran,,,,,,
POL,Krzysztof Krempeć,,,,,,
POL,Krzysztof Osiak,,,,,,
POL,Krzysztof Rzadkowski,,,,,,
POL,Krzysztof Szulc,,,,,,
POL,Lesław Świstelnicki,,,,,,
POL,Leszek Świstelnicki,,,,,,
POL,Łukasz Czaja,,,,,,
POL,Łukasz Grabia,,,,,,
POL,Łukasz Maksymowicz,,,,,,
POL,Łukasz Paszko,,,,,,
POL,Łukasz Skrzycki,,,,,,
POL,Łukasz Stawski,,,,,,
POL,Maciej Goździk,,,,,,
POL,Maciej Graczyk,,,,,,
POL,Maciej Jamiołowski,,,,,,
POL,Maciej Kasprzyk,,,,,,
POL,Maciej Kondolewski,,,,,,
POL,Maciej Kropidłowski,,,,,,
POL,Maciej Piasecki,,,,,,
POL,Magdalena Baczyńska
POL,Marcin Jaskółka,,,,,,
POL,Marcin Józefowski,,,,,,
POL,Marcin Matla,,,,,,
POL,Marcin O. Pietrzak,,,,,,
POL,Marcin Panek,,,,,,
POL,Marcin Pfeiffer,,,,,,
POL,Marcin Pietrzak,Międzyszkolny Klub Sportowy “Dwójka” Warszawa,,,,,
POL,Marcin Wojtoniak,,,,,,
POL,Marek Kaczmarek,,,,,,
POL,Marek Masłowski,,,,,,
POL,Marek Matysiewicz,,,,,,
POL,Marek Milewski,,,,,,
POL,Mariusz Ambroziak,,,,,,
POL,Mariusz Michalski,Yacht Klub Stal Gdynia,,,,,
POL,Mariusz Świstelnicki,,,,,,
POL,Mateusz Byrski
POL,Mateusz Grużewski,,,,,,
POL,Mateusz Jura,AZS SGH Warszawa,,,,,
POL,Mateusz Wolszczak,,,,,,
POL,Mateusz Wujec,,,,,,
POL,Mateusz Żolnierkiewicz,,,,,,
POL,Michał Kołodziej,,,,,,
POL,Michał Marciniak,,,,,,
POL,Michał Mironiuk,,,,,,
POL,Michał Olko,Yacht Klub Stal Gdynia,,,,,
POL,Michał Prończuk,,,,,,
POL,Michał Redmerski,,,,,,
POL,Michał Ruciński, Akademicki Klub Morski Gdańsk,,,,,
POL,Michał Strusiński,,,,,,
POL,Michał Tracz,,,1976,,,
POL,Michał Wdówka,,,,,,
POL,Michał Zera,,,,,,
POL,Mieczysław Szwed,,,,,,
POL,Mirosław Majcher,,,,,,
POL,Monika Kapitan,,,,,,
POL,Monika Komadowska,,,,,,
POL,Patrycja Szczepkowska,,,,,,
POL,Patryk Płotka,,,,,,
POL,Patryk Witkowski,,,,,,
POL,Paweł Henszke,Centrum Żeglarskie Szczecin,,,,,
POL,Paweł Kluczyński,AZS Poznań,,,,,
POL,Paweł Nawrocki,,,,,,
POL,Paweł Prus,,,,,,
POL,Paweł Różycki,,,,,,
POL,Paweł Rzepecki,,,,,,
POL,Paweł Strzelecki,,,,,,
POL,Piotr Duma,,,,,,
POL,Piotr Dutt,,,,,,
POL,Piotr Juckiewicz,,,,,,
POL,Piotr Julkiewicz,,,,,,
POL,Piotr Kosobucki,,,,,,
POL,Piotr Rzepecki,,,,,,
POL,Piotr Rzezak,,,,,,
POL,Piotr Żółtowski,,,,,,
POL,Przemek Zagórski,Yacht Klub Stal Gdynia,,,,,
POL,Przemysław Iwanek,,,,,,
POL,Przemysław Kukułowicz,,,,,,
POL,Przemysław Rzepecki,,,,,,
POL,Radosław Grabicki,,,,,,
POL,Rafał Becker,,,,,,
POL,Rafał Sawicki,,,,,,
POL,Robert Korybut-Daszkiewicz,,,,,,
POL,Robert Zatorski,,,,,,
POL,Roman Główka,,,,,,
POL,Romuald Szukała,,,,,,
POL,Ryszard Pfeiffer,,,,,,
POL,Seweryn Wysokiński,,,,,,
POL,Sławomir Bartkowski,,,,,,
POL,Stanisław Karmoliński,,,,,,
POL,Stefan Romanik,Klub Sportowy Spójnia Warszawa,,,,,
POL,Szczepan Tomaszewski,,,,,,
POL,Szymon Janiak,,,,,,
